block_number,n_pairs,n_conc
19466055,10016,7614
19466069,11398,10145
19466075,12878,12108
19466080,1814,1813
19466081,22987,19088
19466087,590,590
19466096,5207,4872
19466109,9262,9124
19466122,15996,14889
19466133,25796,22287
19466141,5357,4527
19466155,10784,10097
19466177,7666,7318
19466189,9665,7333
19466192,12058,11667
19466193,8195,7547
19466201,24,16
19466202,27591,19704
19466212,32845,29303
19466213,36907,34630
19466224,15229,11656
19466233,12096,10544
19466242,17551,14225
19466248,23243,22522
19466262,29850,29151
19466286,71295,68238
19466291,6347,5701
19466298,8480,6761
19466303,591,591
19466304,62842,60649
19466307,31794,29531
19466308,8101,6890
19466313,3527,3527
19466314,12132,11259
19466315,11318,10712
19466320,9326,9326
19466322,3379,2374
19466365,5082,4122
19466371,2136,1650
19466381,17234,13630
19466393,36531,21666
19466397,8315,8286
19466414,46832,37148
19466429,53128,52737
19466430,15390,14931
19466438,9044,7800
19466443,9958,8173
19466445,45613,44828
19466451,6128,5443
19466459,6678,6295
19466462,14217,13496
19466466,5030,4613
19466474,41082,38257
19466479,12086,11817
19466480,10351,9864
19466481,3270,1835
19466483,11770,9887
19466485,6782,6036
19466494,7918,7190
19466499,9503,9213
19466509,12330,11951
19466530,24390,23939
19466532,10466,10466
19466540,56359,53376
19466545,8774,6230
19466553,7061,5700
19466570,2809,2793
19466576,34545,31192
19466588,18465,18308
19466591,3376,3299
19466592,9039,7901
19466599,8350,7851
19466604,20271,19017
19466609,14334,13660
19466614,8124,7894
19466640,9712,7697
19466648,5108,4802
19466650,38583,35670
19466656,6219,5300
19466665,10125,9212
19466671,6986,5057
19466674,43,27
19466687,14640,13951
19466690,37108,37012
19466693,7485,6628
19466697,9949,8739
19466699,7104,6040
19466700,22358,15662
19466704,10573,10569
19466705,28286,19144
19466707,8516,8516
19466737,8995,8131
19466740,8914,7975
19466743,12059,11908
19466744,35611,34437
19466746,11212,8149
19466751,10976,10279
19466752,7306,6741
19466754,14753,13716
19466755,13674,12919
19466768,9799,8713
19466771,9470,8976
19466776,9624,8639
19466780,1074,1074
19466790,9633,8605
19466794,27764,23443
19466809,24345,23279
19466811,13842,12556
19466813,13771,12779
19466821,14361,13232
19466835,40291,35745
19466850,1592,1592
19466853,4928,4570
19466862,27043,27043
19466874,83303,79350
19466878,13935,10247
19466882,6507,5922
19466899,10944,9979
19466904,17397,15985
19466935,23549,16090
19466947,9074,8055
19466954,11542,7122
19466957,13443,12418
19466993,43361,40543
19466994,32486,21676
19466997,12025,10659
19467009,19843,15937
19467016,23205,22970
19467025,12640,7844
19467026,9246,9231
19467034,46029,45310
19467036,9602,9074
19467047,12739,11826
19467058,8505,7478
19467065,14520,12259
19467076,18271,17396
19467084,10363,9902
19467091,11617,11617
19467094,405,401
19467111,17452,14802
19467115,16517,14616
19467117,939,939
19467128,39226,33786
19467130,3242,3225
19467132,9207,8349
19467133,7545,7141
19467138,6446,6391
19467144,12793,9807
19467159,44963,43516
19467161,100651,98076
19467169,41062,41062
19467174,16908,15714
19467185,9078,8260
19467189,11863,10565
19467192,9092,8706
19467194,3083,3051
19467198,8192,7355
19467202,10115,9028
19467207,19649,18505
19467212,9437,8885
19467236,26401,21663
19467243,12440,9210
19467250,14838,14047
19467251,1628,1628
19467259,59267,58354
19467261,36916,35147
19467293,11363,10092
19467295,20699,17189
19467302,1496,1496
19467314,47066,46230
19467315,8274,7211
19467335,12618,11734
19467337,21228,20759
19467363,11350,10605
19467365,21107,18848
19467385,13364,12432
19467397,16908,15440
19467398,15517,12495
19467400,8983,8921
19467403,17924,16039
19467410,23065,22622
19467413,16359,15069
19467440,9961,9027
19467451,2174,2174
19467460,7991,7641
19467461,23164,22429
19467468,15678,14756
19467470,22164,20418
19467482,79873,71674
19467494,13324,12672
19467520,18181,17675
19467536,5224,5224
19467570,11193,9491
19467599,13629,12302
19467624,51848,43448
19467630,12723,12042
19467641,11371,10225
19467643,35956,33446
19467664,39012,33671
19467679,3785,3785
19467681,25068,15996
19467686,17942,17934
19467690,19567,18218
19467691,177,103
19467694,28988,26264
19467712,16089,15702
19467721,20398,19397
19467740,44671,40940
19467753,14560,13433
19467756,14990,14425
19467757,11359,9302
19467769,16811,15671
19467771,23839,22704
19467774,14268,12288
19467783,66571,61682
19467789,24641,17682
19467792,25090,24205
19467804,24331,24205
19467809,27616,26501
19467813,29412,29129
19467820,5715,5715
19467823,16711,11820
19467825,12489,12051
19467833,16431,15104
19467838,12722,12112
19467850,15116,13519
19467864,14091,9714
19467877,26923,23504
19467889,13650,13207
19467895,21277,20280
19467898,17239,15658
19467904,35455,34540
19467905,28490,25706
19467907,44461,43722
19467911,26162,25340
19467918,45931,31158
19467940,1976,1976
19467962,15827,11141
19467966,15965,10846
19467968,26480,26118
19467970,46382,29737
19467975,19,15
19467979,21431,19010
19467982,17138,16480
19467988,26974,25787
19467989,43703,40304
19467994,35124,26889
19468001,13331,12781
19468017,34295,33009
19468031,15369,14492
19468036,19723,19683
19468044,100,50
19468067,21639,15662
19468068,9085,9085
19468072,14712,7416
19468076,46925,43742
19468079,30382,29913
19468084,61699,60396
19468085,11686,7905
19468090,10,9
19468094,66995,66958
19468095,22693,16579
19468099,33555,33401
19468106,80048,78818
19468111,11394,10105
19468119,11749,10461
19468123,50640,32323
19468127,12713,12697
19468142,61938,57462
19468143,3431,3431
19468154,11477,11237
19468159,14598,13942
19468170,17522,16019
19468172,10461,10461
19468177,11386,10083
19468186,11918,11128
19468190,50599,49620
19468191,9874,9044
19468194,25582,25580
19468207,117195,90309
19468218,17242,16023
19468222,33133,31071
19468227,40056,39505
19468232,11650,5953
19468239,25845,24428
19468242,16231,16126
19468246,41,28
19468248,47421,45946
19468249,6688,6688
19468250,25138,23386
19468256,39180,28396
19468262,145378,143003
19468271,15435,14465
19468280,12514,9035
19468283,89829,85621
19468286,81042,66032
19468288,14901,14406
19468297,1374,1374
19468307,87164,76352
19468312,26884,25823
19468318,37132,23985
19468347,18954,18317
19468352,1467,1467
19468360,132809,125731
19468362,110656,107459
19468366,4154,4154
19468372,19103,17776
19468386,12057,12057
19468387,23402,22843
19468392,22813,21876
19468405,11533,10884
19468412,123,90
19468431,26193,19107
19468433,78225,71032
19468440,14806,14693
19468453,64472,61373
19468462,37655,30284
19468471,5028,5020
19468473,14953,13939
19468475,11585,10658
19468478,18539,18039
19468486,9786,8758
19468488,16371,15515
19468498,5026,4759
19468499,92791,85971
19468502,4546,4541
19468504,30036,29384
19468508,24278,22278
19468523,31766,30715
19468524,3305,3305
19468526,11999,11968
19468529,15736,15082
19468531,13967,12565
19468538,25416,17348
19468540,72417,69001
19468555,76898,74903
19468561,40825,40825
19468570,22061,19290
19468585,10145,10143
19468598,17931,17462
19468645,10692,9479
19468647,10429,9194
19468649,17678,17216
19468656,7295,6245
19468661,26194,23995
19468665,15847,11917
19468677,9079,8203
19468692,15275,14369
19468695,7824,6945
19468707,38003,31396
19468710,15891,13718
19468734,23751,21018
19468740,11367,10866
19468743,49639,46589
19468755,16575,15950
19468761,16992,15663
19468796,95447,90607
19468802,26577,23490
19468833,22957,22257
19468835,12274,11302
19468853,24993,24504
19468859,16497,16485
19468860,13258,12747
19468862,17696,17025
19468890,20884,19053
19468893,36381,36280
19468907,25787,13889
19468917,5953,5617
19468919,47975,45133
19468925,18845,17548
19468930,22739,19404
19468933,29768,27058
19468939,13174,12291
19468943,20082,18478
19468949,20982,19304
19468959,8959,8959
19468967,66236,53938
19468973,13654,12617
19468980,17605,16574
19468984,14222,13701
19468999,18659,18659
19469009,9425,9425
19469030,40194,39237
19469041,48502,42949
19469043,15954,15843
19469044,11040,10862
19469052,72705,63628
19469067,13148,9249
19469072,6202,5345
19469079,15110,14764
19469084,54865,54640
19469104,35426,31250
19469108,48254,46320
19469117,15268,14844
19469119,15078,14635
19469120,26922,23816
19469126,19508,18225
19469127,18963,17413
19469133,54948,53901
19469136,24275,23906
19469145,58490,58261
19469148,7460,7460
19469149,25025,22292
19469150,9107,7764
19469152,59511,51781
19469168,12351,11659
19469175,14711,14711
19469184,1390,1390
19469197,44122,44039
19469209,37300,37098
19469211,15628,14874
19469219,21254,19041
19469222,7354,6587
19469227,1249,1249
19469228,52997,49478
19469232,79957,72972
19469233,54375,44165
19469257,24263,23921
19469267,11293,11071
19469274,10874,10679
19469281,37303,36051
19469284,13327,12995
19469290,13797,13209
19469296,27922,23544
19469299,12351,12348
19469309,15422,14675
19469312,13823,13128
19469322,5025,4106
19469325,16560,15124
19469341,20359,17572
19469347,10690,10690
19469359,16272,15823
19469365,7033,6428
19469382,26422,23738
19469396,68964,47743
19469399,45449,44333
19469410,6193,5646
19469413,8325,7487
19469421,13999,13563
19469430,23093,21211
19469434,120391,63684
19469436,9742,8540
19469440,9407,5974
19469458,8610,8024
19469464,12839,11350
19469471,46640,46640
19469475,15505,13961
19469489,21527,19878
19469491,28075,26487
19469508,19801,18325
19469512,14682,14219
19469519,22815,21159
19469520,8266,8266
19469530,11414,7599
19469531,16272,15764
19469540,13605,12915
19469547,23525,21325
19469555,11284,10551
19469560,8625,8144
19469570,13126,12197
19469587,16746,16438
19469588,14664,14473
19469595,1607,1607
19469598,32613,21811
19469600,11586,10507
19469606,21304,20610
19469609,38765,36466
19469621,26473,26128
19469623,12825,11867
19469644,21113,19549
19469649,17244,15693
19469655,3395,3242
19469663,17241,16756
19469665,8744,8462
19469669,48911,45780
19469671,69138,68974
19469674,12735,11933
19469677,11523,10767
19469706,35180,29664
19469713,12466,10587
19469716,1840,1840
19469719,12102,11295
19469727,14780,9177
19469730,10905,9856
19469733,15332,13794
19469735,24259,21565
19469737,28297,27654
19469748,18460,18306
19469750,39636,36529
19469753,3461,3461
19469758,21115,18121
19469762,20895,12994
19469764,11348,10839
19469769,23006,21127
19469774,36,32
19469776,23679,22133
19469777,11070,10621
19469787,13959,12946
19469799,4971,4868
19469800,23866,22173
19469821,10221,9528
19469822,1936,1936
19469842,13657,12983
19469846,56823,52570
19469854,21374,18756
19469861,7117,6319
19469866,40061,39451
19469868,18397,15904
19469871,4257,4257
19469877,25276,24546
19469883,45,21
19469886,103454,84083
19469899,9550,8904
19469903,10886,8544
19469904,8952,7959
19469905,1341,1341
19469910,4664,4340
19469920,37033,28811
19469931,19452,15365
19469934,36721,33134
19469942,12952,9052
19469943,14632,13726
19469949,12922,12794
19469960,12488,12004
19469970,12592,11752
19469976,14441,12795
19469980,4542,4179
19469985,48725,47297
19469986,35081,33807
19469995,13927,12909
19470020,65698,64873
19470028,18247,15445
19470036,14819,13694
19470042,14867,14465
19470058,14803,14429
19470063,27134,21829
19470081,18589,16430
19470095,57867,52695
19470097,7101,6164
19470099,49006,48108
19470101,10144,7716
19470102,7551,6366
19470121,11657,11385
19470125,17632,15936
19470126,13532,12715
19470132,52636,48474
19470133,11183,10066
19470136,10773,10140
19470145,12711,11459
19470149,19975,18455
19470154,19358,17877
19470162,9805,8969
19470178,6786,6096
19470184,8118,5700
19470190,15316,10218
19470194,31308,27679
19470216,22285,21848
19470220,11887,10565
19470229,24261,23376
19470242,14,10
19470253,12962,12661
19470267,6526,6526
19470269,1191,1191
19470270,40849,38251
19470276,32457,29457
19470279,1413,1413
19470281,21888,20216
19470285,15061,13443
19470287,18334,16127
19470293,17593,16538
19470300,18958,18958
19470303,1673,1673
19470312,12389,11075
19470314,14813,10279
19470330,2736,2560
19470332,50230,49071
19470334,12292,11667
19470335,15496,13876
19470345,53,29
19470346,78208,77245
19470354,9410,9276
19470359,17586,17586
19470371,13606,13606
19470375,34070,30427
19470382,1984,1860
19470389,11222,10267
19470400,10646,10646
19470402,6150,6096
19470403,14504,9104
19470411,13066,12963
19470424,9518,9092
19470429,14344,14344
19470433,8665,6371
19470446,13010,8145
19470451,26424,25617
19470456,6452,6013
19470459,15704,11065
19470460,133434,128382
19470461,22164,21661
19470467,83556,76977
19470469,11849,11667
19470485,2434,2434
19470490,19016,17771
19470497,9972,9262
19470499,22156,15255
19470500,9196,9042
19470503,11385,9348
19470504,10953,10953
19470525,19031,18974
19470527,12203,11516
19470533,6,6
19470535,66820,66231
19470537,14571,13252
19470540,24690,23311
19470550,10618,10019
19470555,9865,9428
19470569,12391,11901
19470596,14696,11108
19470597,21,19
19470611,20375,19219
19470618,13856,13334
19470628,16509,10759
19470630,31806,30472
19470639,18487,13231
19470641,20578,14880
19470650,20657,18818
19470653,16582,15805
19470655,10996,10974
19470662,12080,11860
19470668,6710,5959
19470676,11427,10919
19470684,9526,8755
19470698,30885,26011
19470724,9678,8699
19470740,14807,10938
19470743,14130,12790
19470749,9669,8854
19470751,15247,14562
19470753,37855,37160
19470772,10594,10233
19470776,44479,40394
19470777,35142,35133
19470781,15256,14963
19470801,13304,12118
19470803,24327,16239
19470804,14566,10663
19470805,12056,10640
19470823,8304,7871
19470833,33591,31749
19470836,23287,21527
19470842,9058,9058
19470844,15314,13295
19470851,4172,3560
19470852,6557,6004
19470855,7385,7124
19470863,16968,15521
19470871,11523,9863
19470874,12841,12057
19470878,7300,6536
19470880,12128,11582
19470890,10171,8431
19470900,23159,13319
19470904,7773,6050
19470918,26623,19270
19470919,7197,6809
19470923,92427,78897
19470924,13044,12901
19470942,37867,36997
19470953,11114,10490
19470959,19482,19406
19470960,14852,14832
19470972,27789,17018
19470973,9708,6762
19470981,29333,28091
19470986,952,952
19470992,8804,8481
19470993,21943,19985
19470994,5802,5548
19470995,2007,2007
19470997,32613,31032
19471009,22425,20156
19471015,10108,9787
19471016,12993,12532
19471029,11687,11010
19471051,170,129
19471053,28987,28220
19471058,13426,12847
19471068,39873,37137
19471107,29658,20267
19471111,9750,9351
19471131,16391,10373
19471136,11102,10292
19471144,19938,18440
19471145,9052,8507
19471164,29134,23027
19471177,14594,9584
19471185,39580,36907
19471187,25489,25064
19471189,12383,11630
19471201,11594,11054
19471206,41293,29781
19471209,32150,30243
19471219,55931,53747
19471223,10828,7035
19471233,15476,12866
19471234,14910,11593
19471235,26441,18898
19471241,17062,14044
19471253,2460,2460
19471274,6393,6393
19471280,12087,11371
19471282,22988,22349
19471290,8102,7531
19471302,12153,12150
19471303,13992,12646
19471317,8069,6648
19471322,28663,20536
19471323,780,780
19471326,9089,9089
19471331,12578,10778
19471334,48046,35786
19471341,18144,15706
19471343,13841,12450
19471357,11568,8334
19471362,14645,14504
19471363,16391,10966
19471366,47225,37447
19471377,18068,17565
19471389,6619,5992
19471394,23495,22875
19471398,10921,10661
19471402,8568,8173
19471411,14721,13811
19471416,18101,13913
19471417,21881,19313
19471423,21120,16731
19471429,32440,29557
19471437,34966,32853
19471442,38247,26047
19471477,29816,28422
19471479,20888,19398
19471493,11095,10624
19471503,16193,14658
19471528,13183,11734
19471533,10548,9794
19471546,32457,31747
19471549,980,980
19471555,7434,7434
19471556,31545,28900
19471558,21317,19101
19471562,61805,53824
19471565,6477,6185
19471578,15042,14569
19471582,38841,31240
19471608,13649,11868
19471612,65774,61325
19471616,9005,9005
19471619,10076,9836
19471621,6992,6798
19471623,2177,2148
19471635,12029,11208
19471667,24202,23035
19471668,10133,9482
19471670,13842,12789
19471684,688,688
19471686,34446,24806
19471688,34655,32699
19471693,14075,13760
19471697,20191,19366
19471712,26851,17671
19471715,21143,19349
19471728,10199,9302
19471733,9422,6582
19471747,53214,51009
19471754,23783,22195
19471756,7850,6587
19471759,12761,11290
19471777,8061,7239
19471779,14555,12469
19471814,13475,11630
19471822,7846,7173
19471840,52437,48293
19471848,7511,7241
19471854,50023,46703
19471856,19359,17781
19471858,10439,8495
19471865,6640,6640
19471866,44,28
19471875,26680,26679
19471893,9529,8772
19471897,23239,22010
19471901,28961,24455
19471908,17968,14624
19471924,54449,52763
19471925,8821,8193
19471942,6155,5453
19471946,10474,9240
19471956,13524,10891
19471966,142,85
19471984,59517,55964
19471985,11871,11041
19472004,8247,7068
19472011,14992,14208
19472017,3546,1835
19472022,10463,9858
19472024,16802,15300
19472032,19850,17726
19472045,338,161
19472048,4,1
19472078,5960,5422
19472082,21261,18149
19472085,4876,3858
19472102,25646,19209
19472108,8067,8067
19472116,12129,9569
19472117,25735,24167
19472119,15990,14413
19472120,6627,5568
19472138,6450,6425
19472144,9791,9220
19472160,19683,14404
19472161,12014,10846
19472179,10521,9666
19472182,15830,14556
19472183,7008,7008
19472193,12954,12291
19472205,13583,13583
19472207,7007,6193
19472209,13151,12043
19472218,7954,7083
19472225,38156,36460
19472229,25877,23349
19472234,27585,25006
19472240,17170,15950
19472265,64861,62514
19472270,3554,3554
19472280,13339,12320
19472283,7761,7025
19472286,9688,9688
19472293,161,87
19472296,13933,12988
19472299,26,20
19472302,7313,6541
19472312,69304,58719
19472322,67809,67090
19472324,8541,7784
19472325,8292,7911
19472328,5328,3838
19472329,3907,3907
19472330,16130,14525
19472333,16079,14547
19472334,20414,18600
19472337,19149,17524
19472343,51525,49048
19472348,11055,10757
19472353,5421,5387
19472381,2683,2683
19472401,3806,3806
19472403,12152,11500
19472407,23539,23405
19472411,11725,10175
19472413,9577,9577
19472414,22698,21557
19472419,10296,9562
19472426,84799,81403
19472438,18372,17920
19472445,22394,22231
19472451,11515,10287
19472460,16313,14702
19472465,20529,20529
19472466,13543,13034
19472468,20706,20706
19472472,14295,14198
19472494,30921,28673
19472498,8302,7712
19472501,44795,42870
19472502,7105,5556
19472507,63407,61811
19472514,15399,13502
19472530,49379,49077
19472532,53837,53494
19472540,8563,7867
19472547,61952,52358
19472551,20678,20678
19472552,2117,2117
19472558,5,3
19472563,7113,6399
19472564,10681,9081
19472570,11599,11595
19472583,14065,13227
19472599,14139,12865
19472611,7903,7103
19472621,3529,3217
19472622,31670,20891
19472629,3335,2713
19472633,49592,49401
19472636,22297,19942
19472638,12254,10146
19472642,47155,42716
19472643,23257,19123
19472653,7324,6367
19472671,16935,15539
19472676,25159,21243
19472678,12615,12552
19472686,43814,31560
19472689,11909,11498
19472695,17148,16567
19472697,764,727
19472715,114508,107416
19472721,54291,53763
19472726,7550,7278
19472728,3111,2961
19472731,3159,3159
19472732,10381,8235
19472734,87723,85752
19472735,18857,17392
19472736,8342,6468
19472742,21687,20404
19472750,14506,13451
19472765,11285,10757
19472775,25337,25278
19472778,7701,7458
19472789,13080,12547
19472792,18820,17247
19472793,17894,16531
19472800,13045,13045
19472824,15774,15051
19472828,4862,4510
19472834,13202,12185
19472840,4514,4102
19472843,13307,12434
19472846,26,15
19472848,35999,35999
19472852,7573,7511
19472855,14296,12918
19472865,12742,12403
19472869,9510,9510
19472886,10991,8628
19472889,32068,30614
19472904,2456,2456
19472905,34022,31556
19472906,27198,25889
19472914,9446,8529
19472917,15297,14771
19472920,34510,24098
19472936,6105,6105
19472948,5888,4155
19472968,10862,10125
19472976,47147,46470
19472977,26067,25937
19472978,8948,8933
19472984,17347,16267
19472988,17821,13113
19473003,24747,16659
19473023,20503,17527
19473031,29226,25547
19473038,16100,15047
19473039,26769,25688
19473052,52989,40615
19473057,23109,18708
19473059,52567,49967
19473062,13979,13514
19473065,25322,18514
19473066,6347,6347
19473075,22154,20855
19473088,12906,10988
19473095,33638,31656
19473097,11068,10783
19473120,16581,15166
19473137,46527,46023
19473141,85774,82987
19473144,23679,22723
19473152,15562,15473
19473153,15598,14568
19473157,13829,13829
19473160,10395,7821
19473178,9645,8135
19473186,83766,80481
19473187,1435,1435
19473188,67728,65696
19473207,8796,8040
19473208,730,730
19473210,6375,6183
19473213,9816,8285
19473215,15534,15359
19473217,35455,34928
19473226,8258,7163
19473229,31389,28429
19473233,49731,45912
19473251,30246,27967
19473255,8672,6876
19473262,14322,13773
19473265,13614,12443
19473271,285,146
19473272,93726,92434
19473273,8638,8415
19473295,13291,12063
19473308,3630,3153
19473309,15737,14957
19473313,13134,12866
19473315,9274,8082
19473317,8688,7453
19473323,25074,14399
19473331,28177,25622
19473335,21286,20096
19473347,20235,19890
19473349,24096,12069
19473354,120417,71186
19473358,13766,11682
19473363,25666,23990
19473367,29710,28326
19473370,49313,42372
19473372,16340,15999
19473383,50257,45112
19473384,5807,5600
19473390,118,62
19473395,25566,23417
19473402,39258,38170
19473407,12283,12281
19473412,7097,6525
19473417,15060,14265
19473420,7150,3597
19473422,9565,9222
19473436,11794,9789
19473446,10168,9866
19473464,38159,30508
19473465,7496,7496
19473477,2481,2437
19473483,5878,5643
19473485,16840,15804
19473497,8792,8514
19473498,1126,1126
19473499,39813,31540
19473511,7603,4647
19473514,9246,9246
19473518,15675,11886
19473526,2592,2592
19473532,90741,45773
19473537,13167,13165
19473539,52785,51209
19473541,23612,13750
19473549,47712,33493
19473551,47551,38581
19473561,14619,12635
19473568,9615,8081
19473588,356,208
19473591,5748,4818
19473593,4971,4962
19473614,45812,43339
19473619,18677,14514
19473626,9825,9415
19473634,10793,10016
19473644,43009,42010
19473658,14668,13787
19473675,9457,8531
19473682,19102,18969
19473683,947,947
19473701,15072,14773
19473709,14,10
19473711,31586,28767
19473717,5251,2967
19473730,9899,8687
19473737,35099,32172
19473739,9951,9220
19473747,19434,7700
19473755,15622,14491
19473758,28995,27021
19473765,953,953
19473769,6121,5842
19473774,7612,6883
19473783,6771,5980
19473789,3847,3659
19473794,30207,27178
19473798,15261,15233
19473806,49219,44204
19473826,12079,8634
19473829,7080,6588
19473830,50038,43841
19473833,27437,19220
19473836,12018,11442
19473849,46898,23532
19473855,12674,11547
19473858,7842,7345
19473865,14420,12417
19473875,8818,7754
19473880,6824,6126
19473898,6025,5245
19473899,21943,21855
19473900,6817,5613
19473905,6238,5355
19473907,84461,81233
19473927,9312,6272
19473934,76992,69068
19473936,2553,2413
19473940,19587,18353
19473941,17411,15992
19473946,1920,1920
19473950,25106,25106
19473953,21713,20044
19473961,20817,19535
19473963,12339,11761
19473989,10615,7577
19474019,24405,17983
19474023,15765,15683
19474044,34538,33641
19474048,47569,44511
19474050,7122,6460
19474063,21589,20389
19474066,1635,1635
19474068,34341,32232
19474074,11696,10442
19474078,10193,10145
19474086,21016,19953
19474101,21846,21280
19474115,55497,55484
19474117,7594,7091
19474118,21946,21401
19474120,14049,13062
19474122,40826,39365
19474131,24296,22535
19474136,84373,67081
19474138,4603,4603
19474143,18293,16832
19474147,7012,6224
19474158,26968,23944
19474169,8678,8678
19474173,37721,37114
19474177,86068,75330
19474184,18616,13042
19474189,12075,11321
19474191,12585,9423
19474192,43763,43763
19474211,11606,8626
19474214,8788,8717
19474215,65759,64043
19474222,18266,17109
19474223,20098,15595
19474234,50390,50379
19474236,15729,8603
19474243,27034,25842
19474257,10010,9397
19474260,21209,20032
19474291,18009,17866
19474301,42621,42621
19474302,16593,16179
19474308,12990,12190
19474313,18402,17684
19474323,9334,8323
19474332,13656,13005
19474333,4220,4220
19474340,47967,44527
19474358,20851,19444
19474359,18016,13214
19474364,16915,15971
19474366,19091,18290
19474385,16804,16257
19474387,61878,50989
19474395,14746,13757
19474398,4132,4132
19474410,561,561
19474414,9452,9418
19474415,12002,10541
19474417,74334,71695
19474419,11657,11368
19474429,8070,6586
19474430,15533,15283
19474437,16162,14190
19474460,26444,23972
19474462,1186,1186
19474467,28317,26191
19474479,598,598
19474483,38799,38474
19474485,17443,16682
19474496,71804,71148
19474509,14812,13575
19474513,32198,30737
19474514,11802,9876
19474523,28793,24834
19474524,2902,2898
19474526,45655,41518
19474539,15783,15550
19474558,45357,42385
19474560,17075,9828
19474574,19058,12399
19474580,15047,8951
19474601,10062,9710
19474603,12196,12194
19474623,4637,4500
19474624,72602,72090
19474642,13778,8779
19474646,19438,18118
19474649,7582,7582
19474656,34416,30728
19474665,11205,11205
19474672,10144,9540
19474676,32984,31794
19474677,29028,23365
19474683,8587,8301
19474685,8119,8119
19474687,19073,18775
19474692,18301,17481
19474700,8533,8533
19474702,12725,12457
19474710,15398,12253
19474712,13407,9273
19474713,4613,4610
19474728,3955,3771
19474729,23388,23148
19474746,11488,11480
19474763,8760,8548
19474765,30724,30135
19474777,1403,1403
19474779,16938,13171
19474782,20982,20216
19474787,9884,6716
19474794,650,650
19474824,23689,21541
19474827,61,28
19474839,6996,6848
19474840,33420,33420
19474849,8101,8099
19474856,15697,15213
19474858,14699,14411
19474860,3834,3653
19474864,16903,16151
19474867,15876,14845
19474869,9688,8860
19474891,17130,12293
19474893,41424,39245
19474908,26754,26043
19474911,2864,2864
19474912,75679,57932
19474913,39140,38762
19474921,41629,40682
19474932,11358,11181
19474935,36379,35441
19474941,6502,5587
19474955,16698,15951
19474957,15167,11879
19474969,23037,21810
19474988,16053,14458
19474994,74597,73018
19475003,7784,7522
19475011,41711,41165
19475027,18118,16293
19475028,8140,7842
19475040,17520,17520
19475051,680,680
19475054,9550,9286
19475081,10983,7650
19475092,28335,14747
19475094,120576,116945
19475099,75949,74528
19475110,8471,7736
19475112,36099,34756
19475113,7912,7419
19475130,43077,24823
19475138,63479,61364
19475143,14095,9825
19475149,5276,5276
19475156,6302,6057
19475158,3345,3174
19475162,6250,5379
19475166,22888,21683
19475167,23531,19628
19475173,142,142
19475187,4041,4041
19475196,3731,3203
19475198,26471,26153
19475204,3927,3890
19475212,9658,9286
19475227,27619,26046
19475228,27707,19325
19475236,10060,9575
19475239,1291,1291
19475244,12785,11392
19475248,46746,46629
19475254,22692,22426
19475257,5418,5188
