block_number,n_pairs,n_conc
23722973,21963,11636
23722978,45155,21182
23722987,21623,10830
23723012,4340,2213
23723014,22852,10898
23723017,41926,20567
23723018,53146,28308
23723071,19839,9460
23723088,30722,15598
23723092,24361,12913
23723094,13475,6376
23723110,13107,6297
23723111,13307,7046
23723114,7654,4355
23723118,63582,30555
23723142,26439,13380
23723156,27256,13753
23723182,23431,12428
23723186,26725,12946
23723189,20728,10291
23723192,19897,9613
23723195,58341,28552
23723199,20262,9296
23723200,20160,9789
23723213,46477,25917
23723220,15387,7529
23723225,29489,15293
23723227,8711,4075
23723232,6334,3324
23723241,42751,19977
23723254,28643,13349
23723267,33435,17133
23723278,19258,9066
23723286,35604,18123
23723300,32300,16400
23723323,20923,10772
23723335,15671,7438
23723337,5817,3026
23723338,17821,8124
23723346,42765,21407
23723347,1910,1007
23723357,14992,7881
23723359,8920,3748
23723369,16050,8667
23723378,10839,5452
23723388,8396,3862
23723394,18722,8866
23723408,3267,1460
23723431,64260,32781
23723436,16353,9633
23723444,31138,15427
23723449,57127,28941
23723450,6077,3664
23723453,24573,11870
23723454,23086,11916
23723459,28980,15322
23723460,26458,12281
23723461,2566,1313
23723466,6216,3042
23723468,14463,7614
23723511,17620,9010
23723517,72794,36370
23723527,24524,10936
23723539,23722,12563
23723543,62138,31731
23723560,25122,11428
23723575,30512,14344
23723576,21350,11255
23723584,10736,4958
23723589,12347,6101
23723592,26206,12643
23723597,11636,5728
23723606,39381,19106
23723609,37512,18622
23723612,1999,1094
23723620,9147,4176
23723621,32875,17807
23723626,8274,4437
23723627,10653,4889
23723629,13352,6954
23723632,7401,3752
23723641,12484,6467
23723645,18465,10097
23723656,11897,5389
23723677,33952,16714
23723679,26437,12442
23723687,2068,1143
23723692,36313,17696
23723699,963,349
23723717,29665,13723
23723723,11328,5541
23723735,10016,4746
23723738,77073,39002
23723740,16371,7890
23723746,27093,12744
23723751,330,126
23723756,19341,10230
23723761,35790,17464
23723787,21921,9733
23723795,81520,38744
23723797,1309,633
23723803,19376,9547
23723812,23637,10872
23723818,50201,24753
23723821,65937,33473
23723834,4336,2337
23723837,46520,23318
23723840,11331,5948
23723844,11608,5903
23723847,5222,2761
23723852,35041,18947
23723853,70635,33093
23723854,26415,12674
23723884,26092,13259
23723887,633,335
23723891,7733,3718
23723894,37250,19193
23723899,25825,13257
23723900,14526,7402
23723902,22729,11371
23723903,15792,7577
23723916,34614,18505
23723919,13954,6567
23723924,20535,9765
23723929,35754,17984
23723937,9016,4289
23723942,16640,7774
23723958,45002,23751
23723959,4354,2361
23723961,32068,15164
23723969,23151,12029
23723983,17400,8651
23723998,16502,7888
23724001,18298,9320
23724010,162,79
23724022,14191,7751
23724026,12822,6252
23724030,52255,26690
23724047,17670,8481
23724052,9925,5002
23724083,18014,8856
23724096,24952,13361
23724103,7789,3809
23724105,61402,30835
23724142,28062,14106
23724146,19393,10224
23724157,18558,9385
23724165,63177,31573
23724174,15096,7654
23724176,17953,9125
23724182,25005,12877
23724185,17497,8182
23724196,43977,22441
23724206,42035,22996
23724207,25060,12203
23724214,11237,5404
23724225,552,301
23724233,32347,15862
23724240,28572,14418
23724243,14087,7318
23724261,9258,4988
23724264,15733,8162
23724266,20222,9939
23724278,36372,19729
23724280,6779,3239
23724282,25636,12710
23724287,25558,12226
23724294,11935,6243
23724308,17070,8635
23724310,14155,7456
23724319,23540,11878
23724323,4967,2300
23724335,19496,9900
23724339,3424,1807
23724341,17188,8668
23724343,2257,972
23724348,14066,7442
23724351,72978,37148
23724357,12384,5963
23724361,27104,14099
23724362,46518,22300
23724385,17851,9051
23724392,40801,19192
23724400,22145,10948
23724401,28744,14042
23724409,524,269
23724410,23289,12822
23724411,1898,1047
23724443,16129,8028
23724444,16886,7625
23724445,13628,7347
23724452,22284,11423
23724465,8400,4452
23724485,17908,8705
23724487,15422,7824
23724513,14069,7099
23724515,30280,14968
23724535,3881,2110
23724536,45834,22735
23724547,17928,9219
23724548,14271,7294
23724550,2134,1188
23724554,20569,10967
23724560,14763,7655
23724564,30442,15808
23724590,16134,8178
23724601,36516,17885
23724611,26208,11752
23724612,21520,10497
23724618,11700,5614
23724621,25568,12699
23724633,19435,10280
23724645,15437,7842
23724670,12887,6386
23724688,41641,19573
23724721,18684,9296
23724749,24974,12360
23724775,13057,6838
23724781,20086,10743
23724792,58212,30422
23724794,16611,8425
23724816,126137,64055
23724830,17356,8713
23724832,19505,10454
23724837,27890,13475
23724842,32547,16006
23724846,6519,3689
23724863,18520,9352
23724873,22192,10446
23724892,61444,29166
23724905,20404,9029
23724907,26628,13442
23724910,15419,7509
23724920,34527,17007
23724923,14790,7234
23724925,8514,3653
23724935,10453,5400
23724940,5583,2751
23724943,2051,1121
23724957,40122,19174
23724961,39001,20118
23724966,6122,2656
23724972,16014,8401
23724975,19691,9466
23724976,21056,10553
23724984,28589,14674
23724990,25418,14073
23725002,17210,8988
23725016,26851,12218
23725029,26151,13853
23725042,3933,1979
23725047,22758,11590
23725050,21658,10751
23725057,37036,18794
23725059,45889,24134
23725063,10231,4811
23725070,42061,19891
23725092,26954,13845
23725115,45725,22808
23725118,34893,17793
23725119,19208,9224
23725120,14020,7080
23725123,41418,19918
23725128,28981,12862
23725131,23176,12502
23725134,100380,48944
23725141,7361,3276
23725142,42338,20930
23725147,14376,6826
23725153,16459,7501
23725170,11749,6037
23725184,127237,62753
23725189,29734,15067
23725197,29234,14606
23725221,14310,7212
23725222,201631,99652
23725225,19763,9291
23725228,34396,17675
23725232,39997,19303
23725236,15162,8000
23725238,25306,13184
23725243,35349,18768
23725246,23248,11338
23725247,8239,4090
23725251,26023,12746
23725258,72766,35545
23725265,24941,11343
23725273,39662,20267
23725276,33442,16718
23725281,38389,18211
23725296,3428,1749
23725297,66731,34528
23725308,29296,15477
23725312,30110,14524
23725323,27204,13181
23725326,16908,8279
23725329,61707,31995
23725331,16235,8013
23725340,26271,13206
23725344,35344,17342
23725348,16482,8174
23725360,23094,11508
23725372,147490,72745
23725376,25402,12923
23725382,14082,7529
23725386,3722,2006
23725393,30757,15590
23725397,20162,9749
23725399,25787,13274
23725402,38513,19729
23725403,24405,12237
23725409,18353,8320
23725417,21126,10891
23725424,34605,17639
23725433,18126,9495
23725438,28761,14585
23725439,51962,24820
23725442,41696,20534
23725452,42958,20851
23725462,20394,9701
23725466,39661,20147
23725472,33904,16935
23725501,7404,3802
23725505,18587,9250
23725513,9724,4898
23725516,13963,7264
23725521,25247,13688
23725526,13001,6511
23725541,20199,10410
23725542,35826,18233
23725547,25811,12301
23725558,15409,8187
23725567,19403,9462
23725585,27608,13339
23725588,31481,14873
23725594,13944,7184
23725608,54425,26203
23725616,25830,13229
23725625,28280,13970
23725627,5342,2886
23725629,27633,14469
23725633,18918,10352
23725640,13170,6732
23725642,11509,5444
23725653,17349,9154
23725654,21495,10543
23725656,6347,3307
23725659,21585,10436
23725662,25316,12676
23725678,19075,10065
23725682,16886,8635
23725683,16869,8447
23725685,21880,11653
23725693,28805,13899
23725694,18987,9086
23725710,21882,12076
23725717,24501,12605
23725724,40214,19892
23725740,2880,1447
23725753,27283,13837
23725799,24018,12164
23725801,20192,9464
23725802,8756,4341
23725805,22241,10948
23725811,29958,14677
23725817,15923,7356
23725820,32428,16741
23725833,26065,13198
23725846,11468,5414
23725850,27036,12374
23725861,26364,13124
23725866,19998,10767
23725890,25179,13167
23725894,29762,15299
23725899,53003,27385
23725910,71610,35733
23725917,24017,13061
23725952,14209,7501
23725958,17597,9810
23725989,19477,10130
23725990,3741,1786
23726008,63035,30931
23726009,27162,13538
23726016,15079,7643
23726019,8602,4105
23726045,107,47
23726048,8773,4722
23726049,33204,16997
23726064,38295,19437
23726074,41729,20587
23726075,20453,10053
23726081,14337,6991
23726082,40731,19764
23726086,3544,1503
23726087,44872,22705
23726088,24652,11638
23726095,17025,8202
23726100,29045,13838
23726105,3282,1589
23726114,26209,13018
23726116,79291,39805
23726125,17624,8052
23726130,60718,29418
23726135,24293,11454
23726141,50116,24225
23726156,51399,26680
23726167,11538,5856
23726188,22700,10775
23726198,15475,8287
23726200,18222,8587
23726202,15674,8373
23726209,68963,33280
23726224,31425,15454
23726228,12401,5567
23726238,28367,14175
23726242,28035,14410
23726262,23934,11837
23726266,76262,36632
23726275,23853,10770
23726277,35030,18876
23726278,15624,7623
23726285,23139,10731
23726286,22004,10618
23726291,17059,8030
23726294,28692,15598
23726304,62695,30863
23726307,36447,17198
23726308,24023,12689
23726309,10285,5077
23726310,29383,15066
23726326,10985,5712
23726333,28397,14603
23726343,12978,6541
23726356,64003,33179
23726368,36886,17898
23726369,30894,15888
23726378,22673,11360
23726381,67869,35756
23726383,88444,43787
23726387,25089,12919
23726389,20629,10878
23726391,33500,17995
23726393,21748,11234
23726416,101164,50856
23726427,16187,7719
23726433,30059,14407
23726442,27505,14636
23726444,21392,10558
23726449,20644,10344
23726457,13606,7013
23726459,16324,8370
23726469,65473,31925
23726472,18963,9143
23726482,13924,7007
23726485,93323,42478
23726500,15897,7669
23726505,4218,2441
23726519,27318,12308
23726525,46347,22180
23726543,132204,66755
23726557,32277,16077
23726560,29051,14127
23726569,24741,12874
23726573,29529,14934
23726582,25281,13121
23726591,24641,12529
23726592,12468,6406
23726594,28706,14277
23726596,46289,23131
23726601,24429,12599
23726617,1403,737
23726624,19884,9914
23726631,26677,13959
23726635,29713,15291
23726651,10474,5277
23726669,29025,13599
23726672,44717,22857
23726679,19207,9573
23726680,20079,9283
23726692,21311,10556
23726693,22157,10851
23726700,24654,11528
23726708,31944,15372
23726716,19700,9572
23726717,26317,13166
23726722,20294,10025
23726730,21702,10889
23726748,4450,2548
23726750,19083,9816
23726755,52991,26293
23726760,30966,15016
23726761,2058,924
23726768,24898,12388
23726771,30243,14912
23726783,24725,12845
23726785,13078,6025
23726805,503,239
23726810,1480,713
23726816,12276,6466
23726824,12654,6334
23726827,27979,14795
23726829,29859,14536
23726831,44418,23158
23726833,28136,14025
23726834,10056,5426
23726839,26717,12374
23726868,12589,6749
23726875,54974,28518
23726877,40467,19592
23726880,21392,11295
23726888,33102,14642
23726892,24854,12389
23726895,34445,16065
23726897,26264,13164
23726899,20130,9950
23726910,17399,8860
23726913,25878,12955
23726914,16483,8334
23726920,35247,17981
23726923,7976,4009
23726924,67820,33825
23726925,35359,18651
23726932,30667,15746
23726935,2462,1128
23726936,6423,2855
23726939,60882,30554
23726940,3126,1671
23726948,23406,11520
23726949,22351,11266
23726960,13416,7019
23726964,18056,8743
23726984,6628,3051
23727004,15023,7104
23727008,15589,7482
23727016,19528,9884
23727021,13245,7067
23727028,9741,4644
23727030,17306,8662
23727034,12945,6846
23727038,75589,36730
23727045,18508,9338
23727047,19325,10089
23727060,37018,19491
23727065,95266,48194
23727066,19745,10010
23727068,16959,7736
23727073,9075,4837
23727082,10599,5784
23727092,43846,21912
23727097,28585,13543
23727104,18728,8849
23727106,19706,9959
23727112,303,167
23727122,28786,14726
23727123,17299,8103
23727132,19998,10385
23727137,32688,16635
23727142,29741,14485
23727147,10161,5352
23727149,17216,8039
23727150,28101,14033
23727157,37723,19181
23727184,31107,15057
23727189,37795,19802
23727198,23873,11731
23727204,25408,12623
23727221,19063,9583
23727227,84704,42631
23727245,27328,14656
23727259,57214,29880
23727261,30354,14728
23727264,25355,12750
23727283,30389,15604
23727288,15153,7372
23727296,24905,11456
23727300,71509,34850
23727308,90419,44094
23727311,89567,44712
23727316,74533,39983
23727325,68792,33530
23727340,18673,8512
23727348,20035,10241
23727353,21563,11154
23727357,38525,16974
23727378,19330,8778
23727382,23552,12037
23727392,62756,28780
23727405,14686,7701
23727415,27609,14554
23727431,48018,23672
23727433,34138,16721
23727434,18572,9270
23727439,31570,15243
23727443,53238,26608
23727444,17634,8662
23727448,21007,10719
23727451,25250,12998
23727456,21593,9886
23727463,51799,25981
23727464,35510,17609
23727469,11570,5956
23727477,33666,17240
23727479,17698,8666
23727495,23577,10783
23727497,22748,11064
23727498,41388,20031
23727510,28369,12864
23727511,23799,12499
23727517,41198,20510
23727524,26089,13171
23727536,8283,4025
23727540,19945,10396
23727546,19107,8830
23727552,6664,3133
23727565,13952,7000
23727566,40489,20143
23727568,17487,8642
23727576,40698,20954
23727587,17387,8435
23727592,22780,11223
23727596,44820,21239
23727611,19196,9911
23727614,27074,12486
23727621,30621,15819
23727623,83985,43077
23727624,844,427
23727627,35321,16115
23727632,6122,3192
23727635,59694,29705
23727649,21312,10928
23727654,25731,11728
23727656,51590,25748
23727663,41233,20712
23727666,19421,10117
23727668,20834,10956
23727689,26493,14268
23727693,32351,15521
23727698,19138,9746
23727700,460,221
23727701,87616,42695
23727705,30366,14870
23727714,37557,18165
23727722,28309,14195
23727733,17666,9296
23727761,994,396
23727763,33571,16915
23727775,27096,12797
23727785,19457,9451
23727792,28140,13470
23727795,80310,38589
23727797,17338,7742
23727804,73729,36131
23727805,42167,21196
23727815,23583,11327
23727817,64671,31136
23727822,775,415
23727827,34648,17881
23727833,16865,7545
23727842,19070,8855
23727851,6960,3587
23727864,32314,14573
23727889,25986,12472
23727907,33568,18101
23727908,17490,8666
23727914,29738,15105
23727917,115015,57824
23727938,21737,11327
23727942,22006,11550
23727943,26848,14322
23727946,30386,15979
23727967,23027,11707
23727968,25209,13479
23727972,45870,22786
23727988,17008,8283
23728000,18720,9619
23728001,36238,18168
23728008,32031,15656
23728011,23363,11230
23728016,33173,16586
23728021,20538,9962
23728028,23472,11384
23728035,52166,25648
23728042,13042,6930
23728045,17248,7922
23728046,12689,6107
23728056,13838,7132
23728066,25803,12124
23728068,47171,23327
23728085,29010,15047
23728089,32079,16215
23728091,14105,7246
23728107,33047,16999
23728118,27767,14263
23728124,7733,3641
23728125,11978,5833
23728138,22851,11118
23728139,27822,14035
23728140,34731,16618
23728145,3,3
23728151,3766,1871
23728156,72296,36006
23728159,122521,62006
23728160,29829,14724
23728163,11744,5483
23728177,37119,18911
23728180,80146,41811
23728182,33930,16758
23728194,14597,7345
23728215,26955,12807
23728221,23585,11753
23728223,29801,13517
23728233,317,185
23728235,9436,4612
23728272,41707,20245
23728276,4999,2277
23728297,18795,8565
23728300,26020,12279
23728310,412,154
23728311,124452,57756
23728330,28752,14796
23728345,37866,18916
23728351,28215,12821
23728354,30044,15934
23728367,23984,11599
23728374,12861,6709
23728375,40245,20023
23728385,6830,3479
23728390,20905,10200
23728400,31277,15279
23728401,27694,14567
23728403,16828,8875
23728408,19230,9923
23728420,6207,3267
23728421,76653,38019
23728441,33563,16736
23728448,29300,14826
23728458,48140,23714
23728468,101140,51587
23728469,55870,26368
23728484,23353,11570
23728490,23687,11924
23728494,61549,31489
23728499,138680,68809
23728502,23347,12064
23728508,18609,9391
23728510,22382,10026
23728524,40175,20286
23728528,26756,13012
23728530,21797,10505
23728533,24698,12013
23728544,58787,28450
23728556,18466,9573
23728563,11364,6032
23728564,58653,30481
23728568,1664,866
23728579,1093,520
23728583,23649,11993
23728585,91901,44733
23728586,21244,9933
23728592,38267,19729
23728598,41288,21423
23728603,24126,12292
23728607,51803,25811
23728644,40945,20631
23728647,22125,10312
23728660,32145,15082
23728672,123,72
23728697,45547,24039
23728702,73103,36035
23728714,28766,14008
23728717,6846,3397
23728721,250,135
23728724,21806,10134
23728725,101800,49560
23728730,9782,4659
23728733,19493,10230
23728747,12604,6310
23728749,31221,14860
23728776,2434,1052
23728779,79687,37707
23728784,29485,15072
23728789,19645,9853
23728792,75250,35469
23728804,28583,14366
23728835,20515,10563
23728836,22875,10737
23728839,38156,17847
23728852,16493,7622
23728853,28957,14722
23728858,3523,1524
23728860,26727,12296
23728862,26647,13671
23728866,75896,38172
23728879,5690,2935
23728885,20958,10132
23728895,74589,37952
23728902,5408,2603
23728914,786,349
23728921,24191,11843
23728924,73925,37985
23728927,16831,8659
23728947,23093,11977
23728948,23425,11255
23728982,23815,12001
23728990,14577,7660
23729008,25335,12106
23729019,50496,25053
23729022,32582,16236
23729026,15386,7627
23729029,12276,6160
23729035,16137,6980
23729046,10059,5385
23729061,14470,6667
23729063,21017,10551
23729065,14212,7004
23729071,12031,6126
23729075,25823,13156
23729091,57241,28889
23729094,13508,6730
23729109,34907,17232
23729116,19703,9744
23729127,9495,4904
23729136,22254,10553
23729154,19273,9441
23729155,10378,5504
23729175,10839,5711
23729180,37161,18920
23729187,8171,4405
23729193,17150,9474
23729194,11868,6144
23729200,9836,5477
23729215,34278,17411
23729219,39647,20324
23729250,11172,5889
23729257,14360,7996
23729270,17043,8501
23729278,33405,15788
23729285,43554,21694
23729288,28436,14844
23729289,832,404
23729290,52153,25769
23729310,7424,3613
23729315,24620,13337
23729331,7298,3615
23729333,13548,6859
23729348,52794,24643
23729350,1797,846
23729354,9188,4619
23729363,34392,17298
23729376,1924,971
23729378,8588,4536
23729388,65512,32976
23729397,22951,11033
23729398,9125,4526
23729404,5904,2823
23729405,25697,12376
23729411,11978,6071
23729436,30874,14881
23729443,15835,8014
23729450,14019,6641
23729455,9273,4880
23729457,14742,7663
23729464,25666,12987
23729467,40214,20571
23729469,13720,6516
23729473,23382,11818
23729482,1318,615
23729491,13491,6724
23729494,12528,7288
23729496,27297,13412
23729497,20598,10529
23729499,20944,9966
23729500,11951,6175
23729504,30640,14075
23729506,35151,17847
23729507,18934,8912
23729514,49825,25294
23729521,27242,14344
23729525,359,143
23729553,28784,13726
23729574,35345,16714
23729577,18342,9042
23729581,22087,11282
23729584,28198,14165
23729585,10560,4891
23729586,14636,7338
23729591,30979,15968
23729599,29578,15631
23729610,22995,11501
23729617,27339,13704
23729624,23509,11324
23729630,27421,14492
23729638,29068,13877
23729639,23242,11400
23729643,24753,12438
23729667,17223,8481
23729672,9317,5171
23729674,25914,13441
23729675,15949,7269
23729679,10640,5528
23729685,69473,36881
23729701,15323,8337
23729706,6608,3491
23729713,26925,13394
23729720,22110,10656
23729722,23148,11117
23729724,15299,8325
23729731,21094,10325
23729735,22592,11143
23729737,22936,11449
23729745,15332,7416
23729755,18167,8881
23729771,33359,15286
23729784,34030,17043
23729793,13703,7063
23729802,354,185
23729805,15555,7772
23729809,59589,31192
23729810,18074,8998
23729813,43169,20646
23729814,20688,10830
23729816,41206,19957
23729825,17157,8444
23729828,18673,9533
23729842,2489,971
23729852,28082,14138
23729853,12771,6167
23729860,27515,14595
23729863,15175,8567
23729870,13133,6010
23729873,6170,2824
23729888,11711,6070
23729895,18798,8877
23729898,18116,8108
23729901,12462,5480
23729902,1928,1076
23729905,32367,15927
23729908,15926,8574
23729911,15905,8233
23729916,3842,1758
23729921,11847,6374
23729941,19182,9649
23729948,19766,9709
23729954,14523,6961
23729962,11323,5498
23729964,12220,5921
23729966,12941,6707
23729975,11969,5186
23729998,11468,5550
23730001,14087,6406
23730008,9905,4432
23730010,40120,20167
23730016,26010,12310
23730019,24862,12140
23730020,4213,2241
23730021,20163,9736
23730025,9972,5086
23730031,18764,9246
23730039,14302,7210
23730044,16126,8465
23730059,9703,4985
23730062,19272,10583
23730076,45679,23726
23730081,11486,5441
23730088,12134,6243
23730091,3359,1648
23730094,71219,34333
23730111,59509,31375
23730121,24178,12645
23730141,38145,19668
23730149,22810,11335
23730151,8545,4432
23730152,26666,13231
23730161,19476,9149
23730162,11722,5822
23730177,9736,5129
23730198,6783,3506
23730199,6684,3196
23730208,2457,1547
23730213,51798,26392
23730214,44320,21974
23730228,26286,13106
23730232,23753,11576
23730236,6829,3129
23730239,14009,6531
23730241,5859,2801
23730247,21329,10683
23730265,23863,11269
23730271,5373,2716
23730274,29652,14500
23730294,23129,11467
23730295,8807,4629
23730314,34140,16215
23730316,38039,18992
23730318,19561,9275
23730326,22379,9928
23730328,63887,31789
23730333,1663,918
23730334,57732,28534
23730351,8724,4405
23730361,41975,22628
23730363,13552,6923
23730380,13900,7569
23730385,10249,4878
23730386,37131,19058
23730388,62171,31447
23730390,17871,8674
23730393,40935,20231
23730399,12104,6411
23730406,24157,12472
23730411,10027,5092
23730428,46723,22840
23730429,30243,14303
23730432,18178,8624
23730437,11741,6262
23730441,67126,34067
23730446,12632,6340
23730447,10942,5649
23730448,8512,4105
23730450,19426,9403
23730472,4172,1922
23730483,70498,33108
23730484,20905,10829
23730488,12982,6999
23730489,28001,15451
23730494,10323,5428
23730497,69438,34938
23730498,19605,10246
23730507,7978,3851
23730508,32330,15494
23730519,20957,10676
23730524,15532,7790
23730528,7543,3885
23730532,26140,14323
23730537,14004,6967
23730542,16835,8701
23730544,25594,11410
23730548,78743,40015
23730559,12950,6219
23730561,32553,16111
23730563,15711,8290
23730568,17184,9327
23730576,30638,14738
23730580,19928,9012
23730582,47188,23807
23730590,19670,11075
23730594,29550,14340
23730595,35604,16569
23730596,27051,14532
23730610,4472,2181
23730621,32077,15832
23730622,22603,10837
23730639,19857,10627
23730641,16501,7400
23730651,8355,3958
23730658,6224,3265
23730659,2600,1315
23730673,25229,11957
23730675,22010,10513
23730687,27206,14429
23730691,13497,6601
23730694,8028,4442
23730703,15496,8056
23730706,11413,5569
23730713,28054,14816
23730714,18121,8956
23730717,19623,9659
23730718,4980,2714
23730724,15615,7091
23730729,10877,5222
23730737,64876,33643
23730739,9238,4452
23730744,11153,6666
23730764,26018,13528
23730768,68530,33949
23730770,25907,13351
23730790,12315,6244
23730796,24747,11656
23730804,81464,40182
23730812,47193,24653
23730818,84863,45617
23730834,60213,29127
23730849,14134,7041
23730850,912,475
23730857,13050,6163
23730858,16151,7972
23730876,19695,9620
23730884,11422,5567
23730888,20005,9941
23730896,7709,3813
23730904,3016,1347
23730914,15168,7914
23730917,7507,4091
23730922,12113,6428
23730930,15815,7767
23730934,4466,1950
23730942,39275,19833
23730947,13007,6811
23730951,17037,8698
23730959,16005,7378
23730964,25137,12708
23730970,23827,12934
23730974,52827,25273
23730977,12475,6715
23730982,19190,9647
23731005,21060,10720
23731007,12005,6440
23731009,11753,5804
23731012,20592,10321
23731013,17175,8989
23731028,12431,5782
23731032,16162,9120
23731037,3056,1589
23731040,15639,7285
23731051,15091,7072
23731060,18458,9001
23731073,27278,14713
23731076,10053,4905
23731080,45023,20920
23731085,7619,3592
23731107,9501,5096
23731112,55273,26932
23731113,18657,9447
23731115,15526,7473
23731118,19853,10085
23731120,12585,5622
23731125,26568,13038
23731129,15240,7093
23731132,21098,11068
23731139,10445,5305
23731141,22653,11098
23731168,27554,15145
23731194,10905,5517
23731199,32461,15757
23731202,20884,10096
23731224,13314,6350
23731226,11737,5878
23731228,6354,3492
23731239,17578,8387
23731240,11532,5847
23731244,11862,5788
23731245,13682,7037
23731252,15556,8010
23731255,27981,15067
23731264,7676,3802
23731281,40440,21652
23731291,49510,26198
23731294,13116,6914
23731296,11228,5371
23731299,10232,4673
23731310,1490,620
23731316,25047,12301
23731319,54808,27123
23731321,20286,9907
23731323,18838,9804
23731334,79447,39859
23731345,7650,3568
23731348,16313,8334
23731352,2662,1329
23731353,60094,29090
23731362,8877,4733
23731368,18137,9082
23731369,31432,16163
23731372,4820,2326
23731387,15690,8162
23731393,20735,10474
23731399,7452,3993
23731403,15012,7666
23731413,22628,11198
23731414,9167,3950
23731418,39145,18827
23731420,28568,14012
23731434,8269,4280
23731438,25557,13006
23731441,11774,6374
23731467,6075,2952
23731480,3249,1813
23731482,23340,12031
23731489,24140,11014
23731494,17619,8569
23731501,23404,12287
23731512,12095,6180
23731513,8626,4413
23731520,12409,6211
23731534,17596,8105
23731539,26894,12790
23731540,32328,17661
23731544,19037,9542
23731545,69767,36725
23731565,13060,6847
23731567,29192,14370
23731573,3948,2087
23731578,4510,2532
23731591,15676,7179
23731592,31184,15402
23731596,15595,6884
23731597,35814,17578
23731607,19593,10135
23731610,48092,24143
23731615,14202,6838
23731637,19404,10417
23731641,37020,17568
23731644,29875,15523
23731657,25057,12524
23731663,12377,6210
23731673,24297,11512
23731686,19662,10736
23731691,8674,4618
23731694,16381,9292
23731701,24892,11778
23731703,27707,14357
23731704,17661,8476
23731716,58797,29965
23731737,60420,29911
23731738,18663,9986
23731751,17863,8559
23731757,23273,12846
23731783,10935,5558
23731784,41427,19983
23731801,49201,24872
23731806,33611,17621
23731823,20295,10406
23731827,11326,5614
23731831,24462,12074
23731836,33038,15781
23731845,24799,12425
23731852,15130,7516
23731855,22777,11067
23731857,18444,8891
23731863,18226,8303
23731864,43557,21512
23731865,20872,9639
23731875,9731,4843
23731879,23700,11900
23731882,6366,3113
23731891,11240,5403
23731892,19741,9693
23731894,53177,26658
23731906,31309,15459
23731912,52589,28966
23731925,17099,7563
23731941,1423,785
23731944,11309,5508
23731958,14953,8050
23731960,23200,12082
23731962,19216,10101
23731969,12824,6532
23731975,16781,8768
23732005,49823,26297
23732008,19366,10062
23732022,22769,10997
23732031,22483,11698
23732039,14409,7378
23732044,4497,2106
23732046,22571,11822
23732052,14142,6823
23732071,49404,25473
23732073,50595,25496
23732075,16471,8352
23732087,29587,14218
23732091,13758,7159
23732092,25085,12496
23732094,8687,4286
23732101,17696,8928
23732113,46556,22696
23732117,57823,30393
23732121,15042,7941
23732134,28504,13558
23732135,15882,8443
23732147,37848,20125
23732171,62275,30951
23732176,27051,13826
23732187,23163,11434
23732195,14206,7215
23732208,18943,9488
23732211,42365,21650
23732220,5585,2793
23732233,28312,13924
23732237,24062,12340
23732264,11979,5910
23732272,23878,11875
23732275,27853,13436
23732282,46889,23148
23732291,17854,9219
23732293,22487,10336
23732295,17322,8669
23732296,21272,9988
23732310,27084,14063
23732312,15170,8224
23732322,61969,35456
23732327,20931,10290
23732331,42542,21314
23732339,15459,8270
23732341,27949,14611
23732342,17719,8855
23732348,18249,9311
23732349,9337,4766
23732351,13413,6793
23732355,29084,15550
23732358,13664,6839
